#Source                    |Destination                |Total Strands|Capacity|Bid  |Client
#=============================================================================================
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;      57;  871;     0
San Francisco, California  ; Salt Lake City, Utah      ;            4;      74;  723;  1504
Kansas City, Missouri      ; Salt Lake City, Utah      ;            3;      66;  768;  1505
San Francisco, California  ; Madison, Wisconsin        ;            2;      18;  600;  1506
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;      12;  952;  1507
Kansas City, Missouri      ; Denver, Colorado          ;            4;      91;  839;  1508
Denver, Colorado           ; Salt Lake City, Utah      ;            9;       1;  815;  1509
Denver, Colorado           ; Madison, Wisconsin        ;            3;      99;  865;  1510
San Francisco, California  ; Salt Lake City, Utah      ;            1;      46;  871;  1511
Kansas City, Missouri      ; Denver, Colorado          ;            9;      40;  871;  1512
San Francisco, California  ; Salt Lake City, Utah      ;            9;      25;  908;  1513
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;       8;  771;  1514
San Francisco, California  ; Madison, Wisconsin        ;            7;      34;  936;  1515
San Francisco, California  ; Salt Lake City, Utah      ;           10;      56;  920;  1516
Kansas City, Missouri      ; Denver, Colorado          ;            8;      62;  641;  1517
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;      77;  922;  1518
Denver, Colorado           ; Salt Lake City, Utah      ;           10;     100;  735;  1519
Kansas City, Missouri      ; Denver, Colorado          ;            9;      23;  802;  1520
San Francisco, California  ; Denver, Colorado          ;            6;      77;  838;  1521
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      55;  778;  1522
San Francisco, California  ; Denver, Colorado          ;            9;      99;  816;  1523
Denver, Colorado           ; Madison, Wisconsin        ;            6;      95;  832;  1524
Denver, Colorado           ; Madison, Wisconsin        ;            3;      97;  868;  1525
San Francisco, California  ; Madison, Wisconsin        ;            9;      17;  751;  1526
San Francisco, California  ; Denver, Colorado          ;            7;      21;  891;  1527
Kansas City, Missouri      ; Denver, Colorado          ;           10;      38;  745;  1528
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      99;  693;  1529
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;       4;  656;  1530
San Francisco, California  ; Salt Lake City, Utah      ;            5;      68;  743;  1531
Denver, Colorado           ; Madison, Wisconsin        ;           10;      20;  782;  1532
Kansas City, Missouri      ; Denver, Colorado          ;            3;      36;  744;  1533
San Francisco, California  ; Denver, Colorado          ;            6;      37;  794;  1534
Kansas City, Missouri      ; Denver, Colorado          ;            7;      43;  849;  1535
San Francisco, California  ; Madison, Wisconsin        ;            5;      22;  857;  1536
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      51;  605;  1537
Kansas City, Missouri      ; Denver, Colorado          ;           10;      81;  650;  1538
San Francisco, California  ; Madison, Wisconsin        ;            1;      37;  998;  1539
Denver, Colorado           ; Madison, Wisconsin        ;            3;      52;  696;  1540
San Francisco, California  ; Denver, Colorado          ;            3;      72;  626;  1541
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      73;  618;  1542
San Francisco, California  ; Denver, Colorado          ;            4;      52;  889;  1543
Denver, Colorado           ; Madison, Wisconsin        ;            1;      59;  905;  1544
Denver, Colorado           ; Salt Lake City, Utah      ;            2;       8;  649;  1545
Kansas City, Missouri      ; Salt Lake City, Utah      ;            3;      68;  889;  1546
San Francisco, California  ; Salt Lake City, Utah      ;           10;      68;  665;  1547
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      20;  720;  1548
San Francisco, California  ; Madison, Wisconsin        ;            3;      78;  954;  1549
Denver, Colorado           ; Madison, Wisconsin        ;            5;      82;  865;  1550
Denver, Colorado           ; Madison, Wisconsin        ;            5;      47;  733;  1551
San Francisco, California  ; Salt Lake City, Utah      ;            4;      95;  946;  1552
San Francisco, California  ; Madison, Wisconsin        ;            5;      70;  924;  1553
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      17;  779;  1554
San Francisco, California  ; Madison, Wisconsin        ;            5;      73;  823;  1555
San Francisco, California  ; Salt Lake City, Utah      ;           10;      18;  952;  1556
Kansas City, Missouri      ; Madison, Wisconsin        ;            7;      64;  733;  1557
Denver, Colorado           ; Madison, Wisconsin        ;            5;      65;  835;  1558
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      88;  872;  1559
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      18;  946;  1560
San Francisco, California  ; Salt Lake City, Utah      ;           10;      49;  639;  1561
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;       2;  986;  1562
Denver, Colorado           ; Madison, Wisconsin        ;            3;       7;  799;  1563
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      86;  734;  1564
San Francisco, California  ; Denver, Colorado          ;           10;      31;  913;  1565
Denver, Colorado           ; Madison, Wisconsin        ;            6;      91;  830;  1566
San Francisco, California  ; Denver, Colorado          ;           10;       4;  884;  1567
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      32;  982;  1568
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      39;  823;  1569
Denver, Colorado           ; Salt Lake City, Utah      ;            7;      47;  740;  1570
San Francisco, California  ; Salt Lake City, Utah      ;            1;      95;  743;  1571
San Francisco, California  ; Denver, Colorado          ;            9;      86;  882;  1572
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      52;  708;  1573
San Francisco, California  ; Salt Lake City, Utah      ;            1;      46;  676;  1574
San Francisco, California  ; Salt Lake City, Utah      ;            5;      25;  925;  1575
San Francisco, California  ; Salt Lake City, Utah      ;           10;      67;  874;  1576
Kansas City, Missouri      ; Madison, Wisconsin        ;            4;      62;  648;  1577
Kansas City, Missouri      ; Salt Lake City, Utah      ;            8;      56;  851;  1578
Denver, Colorado           ; Madison, Wisconsin        ;            5;      57;  662;  1579
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      54;  736;  1580
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      34;  626;  1581
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;       1;  667;  1582
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;      46;  641;  1583
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;       3;  666;  1584
Kansas City, Missouri      ; Denver, Colorado          ;            7;      51;  878;  1585
Denver, Colorado           ; Madison, Wisconsin        ;            1;      52;  665;  1586
Denver, Colorado           ; Madison, Wisconsin        ;            7;      48;  662;  1587
Denver, Colorado           ; Salt Lake City, Utah      ;            6;      30;  762;  1588
San Francisco, California  ; Denver, Colorado          ;            3;      76;  645;  1589
Denver, Colorado           ; Madison, Wisconsin        ;           10;      27;  731;  1590
Denver, Colorado           ; Salt Lake City, Utah      ;            8;       1;  933;  1591
Denver, Colorado           ; Salt Lake City, Utah      ;            3;       7;  616;  1592
Kansas City, Missouri      ; Denver, Colorado          ;           10;      78;  871;  1593
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      53;  604;  1594
San Francisco, California  ; Madison, Wisconsin        ;            9;      91;  902;  1595
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      73;  793;  1596
San Francisco, California  ; Salt Lake City, Utah      ;            1;      63;  902;  1597
San Francisco, California  ; Denver, Colorado          ;            3;      63;  696;  1598
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      67;  922;  1599
Denver, Colorado           ; Salt Lake City, Utah      ;           10;      13;  966;  1600
Denver, Colorado           ; Salt Lake City, Utah      ;            5;       7;  889;  1601
Kansas City, Missouri      ; Salt Lake City, Utah      ;            3;      50;  880;  1602
San Francisco, California  ; Salt Lake City, Utah      ;           10;      94;  832;  1603
Denver, Colorado           ; Madison, Wisconsin        ;            1;      51;  894;  1604
San Francisco, California  ; Madison, Wisconsin        ;            3;      33;  998;  1605
San Francisco, California  ; Salt Lake City, Utah      ;            8;      65;  653;  1606
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      48;  659;  1607
San Francisco, California  ; Madison, Wisconsin        ;            9;      84;  707;  1608
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      19;  872;  1609
Denver, Colorado           ; Salt Lake City, Utah      ;           10;      61;  637;  1610
Denver, Colorado           ; Madison, Wisconsin        ;            4;      34;  647;  1611
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;      93;  617;  1612
Denver, Colorado           ; Madison, Wisconsin        ;            9;      81;  820;  1613
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      72;  639;  1614
Denver, Colorado           ; Madison, Wisconsin        ;            3;      72;  826;  1615
Kansas City, Missouri      ; Denver, Colorado          ;            3;      45;  943;  1616
San Francisco, California  ; Salt Lake City, Utah      ;            4;      93;  800;  1617
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      77;  951;  1618
Kansas City, Missouri      ; Denver, Colorado          ;            3;      36;  730;  1619
San Francisco, California  ; Madison, Wisconsin        ;            8;      43;  625;  1620
Kansas City, Missouri      ; Denver, Colorado          ;            5;      35;  838;  1621
San Francisco, California  ; Salt Lake City, Utah      ;           10;      79;  604;  1622
San Francisco, California  ; Madison, Wisconsin        ;            2;      62;  613;  1623
Denver, Colorado           ; Madison, Wisconsin        ;           10;      27;  911;  1624
Denver, Colorado           ; Salt Lake City, Utah      ;            2;      50;  821;  1625
Denver, Colorado           ; Madison, Wisconsin        ;            3;      89;  870;  1626
San Francisco, California  ; Madison, Wisconsin        ;           10;      66;  910;  1627
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      44;  644;  1628
Denver, Colorado           ; Madison, Wisconsin        ;            6;      11;  754;  1629
Kansas City, Missouri      ; Madison, Wisconsin        ;            5;      28;  905;  1630
San Francisco, California  ; Madison, Wisconsin        ;            4;      25;  914;  1631
Kansas City, Missouri      ; Denver, Colorado          ;           10;       6;  734;  1632
Denver, Colorado           ; Madison, Wisconsin        ;            8;      15;  658;  1633
San Francisco, California  ; Salt Lake City, Utah      ;            5;      85;  715;  1634
San Francisco, California  ; Salt Lake City, Utah      ;            7;      29;  727;  1635
Kansas City, Missouri      ; Madison, Wisconsin        ;            4;      35;  747;  1636
San Francisco, California  ; Madison, Wisconsin        ;            4;      62;  695;  1637
San Francisco, California  ; Denver, Colorado          ;            6;      80;  943;  1638
San Francisco, California  ; Denver, Colorado          ;            8;      20;  810;  1639
San Francisco, California  ; Salt Lake City, Utah      ;            8;      51;  786;  1640
Denver, Colorado           ; Madison, Wisconsin        ;            6;      64;  810;  1641
San Francisco, California  ; Denver, Colorado          ;            1;      46;  720;  1642
Kansas City, Missouri      ; Salt Lake City, Utah      ;           10;      26;  922;  1643
Denver, Colorado           ; Madison, Wisconsin        ;           10;      61;  725;  1644
Denver, Colorado           ; Salt Lake City, Utah      ;            7;       5;  763;  1645
Denver, Colorado           ; Madison, Wisconsin        ;            8;      95;  710;  1646
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;      66;  938;  1647
Denver, Colorado           ; Madison, Wisconsin        ;            2;      95;  869;  1648
Denver, Colorado           ; Salt Lake City, Utah      ;            7;      83;  610;  1649
San Francisco, California  ; Salt Lake City, Utah      ;            1;      93;  982;  1650
Kansas City, Missouri      ; Denver, Colorado          ;            3;      36;  836;  1651
Denver, Colorado           ; Madison, Wisconsin        ;            3;      72;  660;  1652
Kansas City, Missouri      ; Denver, Colorado          ;            8;      58;  683;  1653
Denver, Colorado           ; Madison, Wisconsin        ;            9;      42;  701;  1654
Denver, Colorado           ; Madison, Wisconsin        ;            3;      24;  933;  1655
Kansas City, Missouri      ; Madison, Wisconsin        ;            5;      58;  810;  1656
San Francisco, California  ; Denver, Colorado          ;           10;      49;  849;  1657
San Francisco, California  ; Denver, Colorado          ;            3;      40;  858;  1658
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      26;  850;  1659
Denver, Colorado           ; Madison, Wisconsin        ;            4;      30;  816;  1660
Kansas City, Missouri      ; Denver, Colorado          ;           10;      63;  984;  1661
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      97;  963;  1662
Denver, Colorado           ; Salt Lake City, Utah      ;           10;      65;  984;  1663
San Francisco, California  ; Salt Lake City, Utah      ;            2;      81;  604;  1664
Kansas City, Missouri      ; Denver, Colorado          ;            6;      15;  613;  1665
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      81;  890;  1666
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      96;  965;  1667
San Francisco, California  ; Madison, Wisconsin        ;            6;      46;  794;  1668
Denver, Colorado           ; Salt Lake City, Utah      ;           10;       8;  798;  1669
San Francisco, California  ; Madison, Wisconsin        ;            5;      77;  743;  1670
San Francisco, California  ; Madison, Wisconsin        ;            6;      32;  966;  1671
Denver, Colorado           ; Madison, Wisconsin        ;            9;      29;  705;  1672
Denver, Colorado           ; Salt Lake City, Utah      ;            4;       4;  939;  1673
Kansas City, Missouri      ; Madison, Wisconsin        ;            9;      71;  856;  1674
Kansas City, Missouri      ; Madison, Wisconsin        ;           10;      82;  612;  1675
Kansas City, Missouri      ; Madison, Wisconsin        ;            8;      81;  777;  1676
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      80;  992;  1677
San Francisco, California  ; Salt Lake City, Utah      ;            6;      68;  843;  1678
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      27;  924;  1679
Denver, Colorado           ; Salt Lake City, Utah      ;            7;      67;  900;  1680
San Francisco, California  ; Madison, Wisconsin        ;            7;      26;  887;  1681
San Francisco, California  ; Salt Lake City, Utah      ;            3;      70;  947;  1682
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      29;  859;  1683
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      15;  991;  1684
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      54;  754;  1685
Denver, Colorado           ; Madison, Wisconsin        ;            5;      89;  956;  1686
San Francisco, California  ; Denver, Colorado          ;            3;      39;  746;  1687
Denver, Colorado           ; Madison, Wisconsin        ;            9;      95;  887;  1688
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;      16;  964;  1689
Kansas City, Missouri      ; Madison, Wisconsin        ;            8;       8;  902;  1690
San Francisco, California  ; Salt Lake City, Utah      ;           10;      91;  669;  1691
Denver, Colorado           ; Salt Lake City, Utah      ;            5;       8;  632;  1692
Denver, Colorado           ; Madison, Wisconsin        ;            2;      84;  863;  1693
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      57;  666;  1694
Kansas City, Missouri      ; Denver, Colorado          ;            7;       4;  620;  1695
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      12;  846;  1696
Denver, Colorado           ; Madison, Wisconsin        ;            7;      61;  810;  1697
Denver, Colorado           ; Madison, Wisconsin        ;            4;      63;  782;  1698
San Francisco, California  ; Salt Lake City, Utah      ;            8;      80;  711;  1699
Kansas City, Missouri      ; Salt Lake City, Utah      ;            8;      37;  626;  1700
Denver, Colorado           ; Salt Lake City, Utah      ;            6;      96;  761;  1701
San Francisco, California  ; Denver, Colorado          ;            6;      55;  930;  1702
Kansas City, Missouri      ; Denver, Colorado          ;            9;      86;  930;  1703
Denver, Colorado           ; Madison, Wisconsin        ;            9;      18;  992;  1704
San Francisco, California  ; Salt Lake City, Utah      ;            5;      11;  635;  1705
San Francisco, California  ; Madison, Wisconsin        ;            7;      64;  739;  1706
Denver, Colorado           ; Madison, Wisconsin        ;            5;      45;  836;  1707
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      43;  713;  1708
Denver, Colorado           ; Salt Lake City, Utah      ;            7;      81;  850;  1709
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      72;  942;  1710
Kansas City, Missouri      ; Denver, Colorado          ;            7;      57;  903;  1711
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;      69;  817;  1712
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;      49;  995;  1713
Kansas City, Missouri      ; Denver, Colorado          ;            3;      15;  898;  1714
San Francisco, California  ; Denver, Colorado          ;            6;      40;  836;  1715
San Francisco, California  ; Madison, Wisconsin        ;            9;      84;  961;  1716
San Francisco, California  ; Salt Lake City, Utah      ;            5;      92;  887;  1717
Denver, Colorado           ; Salt Lake City, Utah      ;            1;     100;  676;  1718
Kansas City, Missouri      ; Denver, Colorado          ;            8;      89;  699;  1719
Kansas City, Missouri      ; Madison, Wisconsin        ;            5;      14;  619;  1720
San Francisco, California  ; Denver, Colorado          ;            8;      56;  704;  1721
Denver, Colorado           ; Madison, Wisconsin        ;            8;      81;  647;  1722
San Francisco, California  ; Madison, Wisconsin        ;           10;      99;  944;  1723
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      60;  780;  1724
San Francisco, California  ; Salt Lake City, Utah      ;            1;      55;  808;  1725
San Francisco, California  ; Salt Lake City, Utah      ;            1;      96;  881;  1726
San Francisco, California  ; Salt Lake City, Utah      ;            9;      87;  980;  1727
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      31;  800;  1728
Denver, Colorado           ; Madison, Wisconsin        ;            8;      42;  821;  1729
San Francisco, California  ; Madison, Wisconsin        ;            5;      49;  841;  1730
Denver, Colorado           ; Salt Lake City, Utah      ;            1;       6;  826;  1731
Kansas City, Missouri      ; Denver, Colorado          ;            9;      71;  858;  1732
Denver, Colorado           ; Madison, Wisconsin        ;            2;      14;  731;  1733
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      67;  943;  1734
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      42;  666;  1735
Kansas City, Missouri      ; Madison, Wisconsin        ;            8;      88;  993;  1736
San Francisco, California  ; Salt Lake City, Utah      ;            9;      32;  657;  1737
San Francisco, California  ; Salt Lake City, Utah      ;           10;      71;  651;  1738
San Francisco, California  ; Salt Lake City, Utah      ;           10;      10;  633;  1739
San Francisco, California  ; Madison, Wisconsin        ;            4;      44;  706;  1740
San Francisco, California  ; Salt Lake City, Utah      ;            1;      23;  916;  1741
Kansas City, Missouri      ; Madison, Wisconsin        ;            8;      74;  928;  1742
San Francisco, California  ; Salt Lake City, Utah      ;            3;      54;  669;  1743
Kansas City, Missouri      ; Denver, Colorado          ;            9;      98;  652;  1744
Denver, Colorado           ; Madison, Wisconsin        ;            1;      85;  635;  1745
Denver, Colorado           ; Madison, Wisconsin        ;           10;      29;  626;  1746
Kansas City, Missouri      ; Salt Lake City, Utah      ;            1;      41;  980;  1747
Denver, Colorado           ; Madison, Wisconsin        ;            6;       2;  746;  1748
San Francisco, California  ; Salt Lake City, Utah      ;            2;      45;  725;  1749
San Francisco, California  ; Denver, Colorado          ;            8;      44;  748;  1750
Kansas City, Missouri      ; Salt Lake City, Utah      ;            3;      74;  950;  1751
Denver, Colorado           ; Madison, Wisconsin        ;            7;      18;  724;  1752
Kansas City, Missouri      ; Madison, Wisconsin        ;            5;      52;  656;  1753
Kansas City, Missouri      ; Denver, Colorado          ;           10;      65;  691;  1754
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      84;  650;  1755
Kansas City, Missouri      ; Denver, Colorado          ;            7;      59;  703;  1756
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      78;  706;  1757
San Francisco, California  ; Salt Lake City, Utah      ;            9;     100;  827;  1758
Denver, Colorado           ; Madison, Wisconsin        ;            9;      60;  663;  1759
San Francisco, California  ; Denver, Colorado          ;            9;     100;  727;  1760
Kansas City, Missouri      ; Denver, Colorado          ;           10;      39;  946;  1761
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      89;  750;  1762
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      86;  859;  1763
Kansas City, Missouri      ; Madison, Wisconsin        ;           10;      87;  624;  1764
Denver, Colorado           ; Madison, Wisconsin        ;            7;      95;  889;  1765
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;      90;  769;  1766
San Francisco, California  ; Madison, Wisconsin        ;            7;      34;  937;  1767
Denver, Colorado           ; Salt Lake City, Utah      ;            3;      57;  709;  1768
Kansas City, Missouri      ; Salt Lake City, Utah      ;            7;      21;  645;  1769
San Francisco, California  ; Madison, Wisconsin        ;            8;      90;  954;  1770
Denver, Colorado           ; Madison, Wisconsin        ;            4;     100;  852;  1771
Denver, Colorado           ; Madison, Wisconsin        ;            9;      59;  997;  1772
San Francisco, California  ; Salt Lake City, Utah      ;            7;      37;  933;  1773
San Francisco, California  ; Madison, Wisconsin        ;           10;      98;  780;  1774
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      58;  794;  1775
Kansas City, Missouri      ; Denver, Colorado          ;            4;      21;  860;  1776
San Francisco, California  ; Salt Lake City, Utah      ;            2;      62;  696;  1777
San Francisco, California  ; Salt Lake City, Utah      ;            7;       6;  917;  1778
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      56;  883;  1779
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      79;  858;  1780
Denver, Colorado           ; Madison, Wisconsin        ;            3;      58;  876;  1781
Denver, Colorado           ; Salt Lake City, Utah      ;            1;      12;  792;  1782
Denver, Colorado           ; Madison, Wisconsin        ;            7;      86;  718;  1783
San Francisco, California  ; Denver, Colorado          ;            2;      71;  881;  1784
San Francisco, California  ; Denver, Colorado          ;            8;      49;  936;  1785
San Francisco, California  ; Denver, Colorado          ;            1;      91;  632;  1786
Denver, Colorado           ; Salt Lake City, Utah      ;            5;      30;  908;  1787
Denver, Colorado           ; Madison, Wisconsin        ;           10;      85;  974;  1788
San Francisco, California  ; Denver, Colorado          ;            4;      98;  728;  1789
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;      62;  971;  1790
Denver, Colorado           ; Madison, Wisconsin        ;            7;      29;  708;  1791
Denver, Colorado           ; Madison, Wisconsin        ;            9;      36;  842;  1792
San Francisco, California  ; Salt Lake City, Utah      ;            2;      33;  898;  1793
Kansas City, Missouri      ; Denver, Colorado          ;            2;      38;  958;  1794
Denver, Colorado           ; Salt Lake City, Utah      ;            8;       8;  737;  1795
Kansas City, Missouri      ; Salt Lake City, Utah      ;           10;      83;  835;  1796
San Francisco, California  ; Salt Lake City, Utah      ;            8;      62;  830;  1797
Kansas City, Missouri      ; Denver, Colorado          ;            8;      74;  871;  1798
San Francisco, California  ; Salt Lake City, Utah      ;           10;      62;  875;  1799
Denver, Colorado           ; Madison, Wisconsin        ;            6;      64;  933;  1800
Denver, Colorado           ; Salt Lake City, Utah      ;            6;      86;  678;  1801
Denver, Colorado           ; Salt Lake City, Utah      ;            7;      32;  834;  1802
Kansas City, Missouri      ; Madison, Wisconsin        ;            1;      23;  865;  1803
San Francisco, California  ; Madison, Wisconsin        ;           10;      68;  728;  1804
Denver, Colorado           ; Salt Lake City, Utah      ;            9;      66;  883;  1805
San Francisco, California  ; Denver, Colorado          ;            6;      66;  847;  1806
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      55;  784;  1807
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      35;  974;  1808
Denver, Colorado           ; Salt Lake City, Utah      ;            7;      38;  913;  1809
Denver, Colorado           ; Madison, Wisconsin        ;            5;      74;  883;  1810
Kansas City, Missouri      ; Denver, Colorado          ;            5;      12;  648;  1811
San Francisco, California  ; Madison, Wisconsin        ;           10;      47;  631;  1812
Denver, Colorado           ; Madison, Wisconsin        ;            9;      66;  714;  1813
Kansas City, Missouri      ; Denver, Colorado          ;            2;      91;  627;  1814
Kansas City, Missouri      ; Denver, Colorado          ;            9;      84;  758;  1815
Kansas City, Missouri      ; Madison, Wisconsin        ;            5;      77;  876;  1816
Kansas City, Missouri      ; Madison, Wisconsin        ;            9;      42;  754;  1817
Denver, Colorado           ; Madison, Wisconsin        ;           10;      97;  841;  1818
Denver, Colorado           ; Madison, Wisconsin        ;            2;      71;  685;  1819
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      64;  757;  1820
Kansas City, Missouri      ; Denver, Colorado          ;            7;      48;  924;  1821
Kansas City, Missouri      ; Denver, Colorado          ;            2;      11;  601;  1822
Denver, Colorado           ; Madison, Wisconsin        ;            2;      97;  613;  1823
Kansas City, Missouri      ; Salt Lake City, Utah      ;            9;      30;  739;  1824
Denver, Colorado           ; Madison, Wisconsin        ;            1;      51;  853;  1825
Denver, Colorado           ; Madison, Wisconsin        ;            8;      31;  988;  1826
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      57;  692;  1827
Kansas City, Missouri      ; Madison, Wisconsin        ;            4;      99;  820;  1828
Denver, Colorado           ; Madison, Wisconsin        ;            5;      74;  666;  1829
Kansas City, Missouri      ; Denver, Colorado          ;           10;      74;  911;  1830
Denver, Colorado           ; Madison, Wisconsin        ;            9;      41;  751;  1831
San Francisco, California  ; Madison, Wisconsin        ;           10;      41;  991;  1832
Kansas City, Missouri      ; Madison, Wisconsin        ;            5;       1;  957;  1833
Denver, Colorado           ; Salt Lake City, Utah      ;            4;      70;  757;  1834
San Francisco, California  ; Madison, Wisconsin        ;            3;      16;  655;  1835
San Francisco, California  ; Denver, Colorado          ;            9;      24;  973;  1836
San Francisco, California  ; Denver, Colorado          ;            4;      76;  627;  1837
Kansas City, Missouri      ; Madison, Wisconsin        ;            5;      43;  640;  1838
San Francisco, California  ; Madison, Wisconsin        ;            2;      65;  627;  1839
Kansas City, Missouri      ; Denver, Colorado          ;            9;      24;  893;  1840
San Francisco, California  ; Denver, Colorado          ;           10;      52;  980;  1841
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      62;  876;  1842
San Francisco, California  ; Salt Lake City, Utah      ;            5;      17;  764;  1843
Denver, Colorado           ; Madison, Wisconsin        ;            4;      43;  737;  1844
Kansas City, Missouri      ; Madison, Wisconsin        ;            8;      12;  689;  1845
San Francisco, California  ; Salt Lake City, Utah      ;            7;      92;  635;  1846
Kansas City, Missouri      ; Denver, Colorado          ;            7;      94;  906;  1847
Kansas City, Missouri      ; Madison, Wisconsin        ;            3;      75;  921;  1848
San Francisco, California  ; Salt Lake City, Utah      ;            2;      80;  842;  1849
San Francisco, California  ; Salt Lake City, Utah      ;           10;      62;  882;  1850
San Francisco, California  ; Denver, Colorado          ;            5;      15;  692;  1851
San Francisco, California  ; Denver, Colorado          ;            6;       5;  690;  1852
Kansas City, Missouri      ; Salt Lake City, Utah      ;            6;      57;  979;  1853
San Francisco, California  ; Salt Lake City, Utah      ;            4;      15;  951;  1854
Kansas City, Missouri      ; Madison, Wisconsin        ;            9;      12;  732;  1855
Kansas City, Missouri      ; Denver, Colorado          ;           10;      52;  613;  1856
Kansas City, Missouri      ; Denver, Colorado          ;            7;      27;  805;  1857
San Francisco, California  ; Madison, Wisconsin        ;            3;      72;  897;  1858
Kansas City, Missouri      ; Salt Lake City, Utah      ;            4;      81;  796;  1859
Kansas City, Missouri      ; Salt Lake City, Utah      ;            5;      74;  897;  1860
Kansas City, Missouri      ; Madison, Wisconsin        ;            1;      83;  951;  1861
Kansas City, Missouri      ; Salt Lake City, Utah      ;            2;      41;  684;  1862
San Francisco, California  ; Salt Lake City, Utah      ;            8;      43;  730;  1863
Denver, Colorado           ; Madison, Wisconsin        ;            8;      72;  719;  1864
Denver, Colorado           ; Salt Lake City, Utah      ;           10;      66;  962;  1865
Denver, Colorado           ; Madison, Wisconsin        ;           10;      26;  990;  1866
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      79;  817;  1867
Denver, Colorado           ; Salt Lake City, Utah      ;            8;      49;  911;  1868
San Francisco, California  ; Salt Lake City, Utah      ;            7;      56;  902;  1869
San Francisco, California  ; Denver, Colorado          ;            1;       9;  990;  1870
Denver, Colorado           ; Salt Lake City, Utah      ;            1;       8;  861;  1871
San Francisco, California  ; Denver, Colorado          ;            9;      69;  657;  1872
Denver, Colorado           ; Madison, Wisconsin        ;            6;      33;  993;  1873
San Francisco, California  ; Salt Lake City, Utah      ;            4;      95;  607;  1874
Kansas City, Missouri      ; Madison, Wisconsin        ;            6;      79;  859;  1875
